what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496708194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496708635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496710559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496711084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496714505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496715324
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619496715478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496717166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496717176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619496720116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497007348
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619497007352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497009363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497011452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497012532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497037328
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619497037333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497040869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497042187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497043526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497043965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497045637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497046162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497048421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497049239
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619497049402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497050924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497050933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497053743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497180137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497181187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497184393
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1619497184446
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619497184477
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1619497184635
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1619497184635
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1619497184636
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1619497184636
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1619497184636
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1619497184636
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1619497184636
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1619497184636
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1619497184636
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1619497184637
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1619497184639
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1619497184650
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1619497184651
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1619497184653
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1619497184653
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1619539890636
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1619539890636
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1619539890637
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1619539890637
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1619539890638
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1619539890638
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1619539890639
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1619539890639
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1619539890639
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1619539890640
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1619539890642
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1619539890643
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1619539890644
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1619539890645
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1619539890645
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1619539890645
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1619539890646
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1619539890647
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1619539890648
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1619539890648
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1619539890649
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1619539890649
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1619539890650
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1619539890652
