what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492894300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492895936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492901727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492902172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492905073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492905742
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619492906961
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619492912669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492915433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492918218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492920233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492952104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619492962645
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619492966805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492968125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492969158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492969714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619492973078
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619492974206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493009059
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493010904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493012709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493013679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493014875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493016341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493019090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493019910
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493020061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493022636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493022647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493025243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493238741
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619493238746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493240598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493241389
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493241402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493252783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493287947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1619493291712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493292911
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493293975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493303541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493304519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493304595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493306874
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493307525
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493308739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493313826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493314644
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493314800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493316676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493316685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493319324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493395807
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493395821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493402168
error,log,,,"Error in CDT UI during reconcile",1619493402271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493403447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493405674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619493407736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493413152
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493415078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493416795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493417777
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493420064
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493421919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493429624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493430442
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493430597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493432466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493432476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493435114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493496723
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493496737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493510403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493513652
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619493513662
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493514982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493518428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493544346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619493546600
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493548697
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493548962
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493549154
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493549323
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493549476
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1619493549641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1619493550996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493552297
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493557724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493559847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493560816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493563384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493564208
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493564364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493565241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493616855
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619493616861
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493617463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619493620025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619493627541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619493630277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619493630693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493637064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493647530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493649803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493652499
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493661215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493663287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493664264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493667307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493668134
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493668287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493670157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493670167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493672580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493728965
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493728979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493733324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493743471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493748681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493767561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493771889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493801855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493807192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493845619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619493854239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493861036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493867282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493868816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493871971
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493872635
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493873856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493877322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493878148
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619493878307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493880198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493880208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493882587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493951133
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619493951147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493953037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493984930
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1619493986298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619493987252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619493987410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619493987633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619493987997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619493990012
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619493991751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493993407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493996385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493998072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619493998584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494001337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494002159
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494002317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494004183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494004193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494007164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494058762
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494058775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494072941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494075682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494078173
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494080096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494081997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494082971
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494084885
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494101581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494104444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494104956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494107108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494108109
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494108263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494110128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494110138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494113672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494145269
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494145285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494159134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494164183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494167357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494170910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494171611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494172875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494175360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494176318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494179909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494180725
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494180881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494182879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494182889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494185686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494256706
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494256723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494259822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494353379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494357316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494358643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494360801
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494361192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494362881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494363855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494367082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494367955
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494368108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494369984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494369994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494372823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494420675
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494420699
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1619494426725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1619494430657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494433861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494437683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494440036
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494440224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494441878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494442902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494444508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494446803
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494448215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494449876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494450838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494455076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494455908
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494456064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494456901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494492134
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494492161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494493017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494498138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619494499672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494504858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494524413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494526329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619494529752
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619494531059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494532770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494533746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494535748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494536567
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619494536721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494537870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494571684
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619494571704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494576650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494598165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494614351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619494616593
